,Date,Year,Type,Country,Area,Location
2900,Apr-1978`,1978,Unprovoked,AUSTRALIA,Tasmania,Beechford
2901,05-Mar-78,1978,Boat,SOUTH AFRICA,Eastern Cape Province,"Gulu Deep, East London"
2902,28-Feb-78,1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay"
2903,19-Feb-78,1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay"
2904,07-Jan-78,1978,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Glenashley
2905,06-Jan-78,1978,Invalid,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal
2906,1978,1978,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County"
2907,1978,1978,Unprovoked,VANUATU,Malampa Province,"Ranon, Ambryn"
2908,31-Dec-77,1977,Sea Disaster,USA,Hawaii,2 miles off Keahole Airport
2909,19-Dec-77,1977,Unprovoked,USA,Florida,"Hobe Sound, Palm Beach County"
2910,19-Dec-77,1977,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Qolera River
2911,Dec-77,1977,Boat,SOUTH AFRICA,Western Cape Province,"Macassar, False Bay"
2912,12-Nov-77,1977,Provoked,SOUTH AFRICA,Western Cape Province,Klein River Lagoon
2913,30-Oct-77,1977,Unprovoked,SOUTH AFRICA,Western Cape Province,"Bluegums Rock, Partridge Point"
2914,31-Aug-77,1977,Unprovoked,AUSTRALIA,South Australia,"Cactus Beach, near Ceduna"
2915,23-Aug-77,1977,Unprovoked,AUSTRALIA,Queensland,"Buddina Beach, south of Noosa"
2916,19-Aug-77,1977,Boat,SOUTH AFRICA,Western Cape Province,Off Macassar Beach
2917,14-Aug-77,1977,Unprovoked,USA,California,"McClure Beach, near Tomales Point, Marin County"
2918,05-Aug-77,1977,Invalid,USA,Florida,"St. Petersburg, Pinellas County"
2919,02-Jul-77,1977,Sea Disaster,USA,California,"Off San Diego, San Diego County"
2920,26-Jun-77,1977,Provoked,USA,Florida,"12 miles northeast of Mayport,  Duval County"
2921,06-Jun-77,1977,Unprovoked,USA,Texas,Padre Island
2922,26-May-77,1977,Boat,SOUTH AFRICA,Western Cape Province,13 km off Knysna 
2923,16-May-77,1977,Invalid,AUSTRALIA,Queensland,Southport
2924,26-Apr-77,1977,Unprovoked,AUSTRALIA,Queensland,Tallebudgera
2925,21-Apr-77,1977,Unprovoked,USA,Hawaii,"Ka'anapali, Maui"
2926,17-Mar-77,1977,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lappiesbaai Beach, Stilbaai"
2927,13-Mar-77,1977,Sea Disaster,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay
2930,26-Feb-77,1977,Unprovoked,AUSTRALIA,New South Wales,"Kingscliffe Beach, south of Tweed Heads"
2931,04-Feb-77,1977,Invalid,AUSTRALIA,Victoria,Sorrento Back Beach
2932,Feb-77,1977,Unprovoked,NEW CALEDONIA,,I'le Ouen
2933,Jan-77,1977,Unprovoked,MEXICO,Guerrero,La Playa Hornos (near Acapulco)
2934,29-Dec-76,1976,Unprovoked,AUSTRALIA,Queensland,Caloundra
2935,18-Dec-76,1976,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County"
2936,27-Nov-76,1976,Unprovoked,SOUTH AFRICA,Western Cape Province,Clifton
2937,26-Nov-76,1976,Invalid,AUSTRALIA,Queensland,Southport Bar
2938,25-Nov-76,1976,Unprovoked,USA,Florida,"Delray Beach, Palm Beach County"
2939,23-Nov-76,1976,Invalid,SOUTH AFRICA,KwaZulu-Natal,Warner Beach
2940,Nov-76,1976,Provoked,SOUTH AFRICA,Western Cape Province,Macassar
2941,27-Oct-76,1976,Boat,SOUTH AFRICA,Western Cape Province,Gordons Bay
2942,18-Oct-76,1976,Unprovoked,USA,California,"Moonstone Beach, Humboldt County"
2943,06-Oct-76,1976,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis
2944,22-Sep-76,1976,Sea Disaster,NEW CALEDONIA,,Sarcelle
2945,19-Sep-76,1976,Unprovoked,AUSTRALIA,South Australia,"Point Lowly, north of Whyalla"
2946,17-Sep-76,1976,Sea Disaster,HONG KONG,South China Sea 200 miles from Hong Kong,
2947,12-Sep-76,1976,Unprovoked,USA,Florida,"Jacksonville, Duval County"
2949,06-Sep-76,1976,Unprovoked,USA,Florida,"Sebastian, Indian River County"
2950,26-Aug-76,1976,Unprovoked,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County"
2951,24-Aug-76,1976,Unprovoked,USA,Oregon,Winchester Bay
2952,24-Jul-76,1976,Unprovoked,USA,Florida,St. Lucie County
2953,21-Jul-76,1976,Unprovoked,USA,Louisiana,Scofield - Sandy Point
2954,16-Jul-76,1976,Unprovoked,USA,Hawaii,"Maha'ulepu, Koloa, Kaua'i"
2955,12-Jul-76,1976,Unprovoked,USA,Florida,St. Lucie County
2956,23-Jun-76,1976,Unprovoked,USA,Florida,"St. Andrews State Park, Bay County"
2957,10-Jun-76,1976,Unprovoked,USA,Hawaii,"Kama'ole Beach, Park No. 1, Kihei, Maui"
2958, 02-Jun-1976,1976,Provoked,ITALY,Reggio Calabria Province,Bovalino
2959,01-Jun-76,1976,Boat,AUSTRALIA,Queensland,Off Stradbroke Island
2960,02-May-76,1976,Boat,SOUTH AFRICA,Western Cape Province,40 km off Cape Point
2961,28-Apr-76,1976,Invalid,USA,Texas,Galveston Island
2962,12-Mar-76,1976,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County"
2963,12-Mar-76,1976,Boat,SOUTH AFRICA,Western Cape Province,Robberg Point
2964,09-Mar-76,1976,Boat,SOUTH AFRICA,Western Cape Province,"2 km from Macassar, False Bay"
2965,02-Mar-76,1976,Boat,SOUTH AFRICA,Western Cape Province,"2 km from Macassar, False Bay"
2966,03-Feb-76,1976,Boat,SOUTH AFRICA,Western Cape Province,False Bay
2967,13-Jan-76,1976,Provoked,SOUTH AFRICA,Western Cape Province,Hartenbos
2968,12-Jan-76,1976,Unprovoked,AUSTRALIA,Queensland,Harvey Bay
2969,11-Jan-76,1976,Provoked,SOUTH AFRICA,Western Cape Province,Kalk Bay
2970,08-Jan-76,1976,Unprovoked,USA,Florida,"Off Fort Pierce, St Lucie County"
2971,02-Jan-76,1976,Unprovoked,NEW ZEALAND,North Island,"Te Kaha, East coast"
2972,1976,1976,Unprovoked,USA,Hawaii,"Off Lahaina, Maui"
2973,29-Dec-75,1975,Boat,AUSTRALIA,South Australia,Glenelg
2974,06-Dec-75,1975,Unprovoked,USA,California,Farallon Islands
2975,02-Dec-75,1975,Provoked,AUSTRALIA,New South Wales,"Porpoise Pool, Tweed Heads"
2976,19-Nov-75,1975,Unprovoked,AUSTRALIA,New South Wales,"Queenscliff, Sydney"
2977,19-Nov-75,1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban"
2978,07-Nov-75,1975,Unprovoked,AUSTRALIA,Queensland,Lookout Point
2979,02-Nov-75,1975,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County"
2980,21-Oct-75,1975,Invalid,USA,New Jersey,"Sandy Hook, Monmouth County"
2981,12-Oct-75,1975,Unprovoked,AUSTRALIA,New South Wales,"Lennox Head, Ballina"
2982,04-Oct-75,1975,Invalid,USA,California,"Seal Beach, Orange County"
2983,Sep-75,1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Richards Bay
2984,17-Aug-75,1975,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis
2985,12-Aug-75,1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County"
2986,09-Aug-75,1975,Unprovoked,USA,California,"Usal Creek, Bear Harbor, Mendocino County"
2987,04-Aug-75,1975,Unprovoked,HONG KONG,Mirs Bay ,
2988,30-Jul-75,1975,Sea Disaster,USA,Oregon,
2989,30-Jul-75,1975,Unprovoked,AUSTRALIA,Tasmania,"Fluted Cape, Bruny Island"
2990,26-Jul-1975.b,1975,Unprovoked,USA,Florida,"Off Hutchinson Island, St Lucie County"
2991,26-Jul-75,1975,Unprovoked,AUSTRALIA,Queensland,Maroochydore
2992,23-Jul-75,1975,Unprovoked,USA,California,"Perch Rock, Point Conception, Santa Barbara County"
2993,19-Jul-75,1975,Unprovoked,USA,California,"Point Conception, Santa Barbara County"
2994,15-Jul-75,1975,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County"
2995,05-Jul-75,1975,Provoked,AUSTRALIA,Western Australia,"15 km north of Lancelin, north of Perth"
2996,04-Jul-75,1975,Unprovoked,USA,Florida,"Indiatlantic, Brevard County"
2997,23-Jun-75,1975,Unprovoked,USA,South Carolina,"Windy Hill, near Myrtle Beach, Horry County"
2998,23-Jun-75,1975,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County"
2999,15-Jun-75,1975,Unprovoked,USA,Alabama,5 miles off the coast
3000, 02-Jun-1975,1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County"
3001,Jun-75,1975,Provoked,USA,Florida," New Smyrna Beach, Volusia County"
3002,25-May-75,1975,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County"
3003,20-May-75,1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County"
3004,25-Apr-75,1975,Invalid,ITALY,Genoa Province,Cervara
3005,18-Apr-75,1975,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban
3006,05-Apr-75,1975,Unprovoked,SOUTH AFRICA,Western Cape Province,Millers Point
3007,29-Mar-75,1975,Invalid,SOUTH AFRICA,KwaZulu-Natal,Tongaat
3008,18-Mar-75,1975,Unprovoked,AUSTRALIA,Queensland,Mornington Island
3009,16-Mar-75,1975,Unprovoked,USA,Florida,"Clearwater Beach, Pinellas County"
3010,13-Mar-75,1975,Provoked,AUSTRALIA,Queensland,Southport Aquarium
3011,09-Mar-75,1975,Provoked,SOUTH AFRICA,Western Cape Province,"Boggomsbaai, Mossel Bay"
3012,Mar-75,1975,Sea Disaster,BANGLADESH,Ganges-Brahmaputra delta,
3013,23-Feb-75,1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti"
3014, 14-Feb-1975,1975,Boat,SOUTH AFRICA,Western Cape Province,Plettenberg Bay
3015,10-Feb-75,1975,Unprovoked,AUSTRALIA,South Australia,(Point Sinclair) Penong
3016,09-Feb-75,1975,Unprovoked,AUSTRALIA,Victoria,Anglesea
3017,07-Feb-75,1975,Unprovoked,AUSTRALIA,Queensland,Currumbin Rock
3018,01-Feb-75,1975,Provoked,SOUTH AFRICA,Western Cape Province,"Beespens, False Bay"
3019,19-Jan-75,1975,Unprovoked,AUSTRALIA,South Australia,Coffin Bay
3020,1975,1975,Unprovoked,BERMUDA,,
3021,1975,1975,Unprovoked,REUNION,,
3022,12-Dec-74,1974,Unprovoked,AUSTRALIA,Western Australia,Geographe Bay
3023,01-Nov-74,1974,Unprovoked,USA,Florida,"Daytona Beach, Volusia County"
3024,28-Sep-74,1974,Unprovoked,USA,California,"North of Point Sur, Monterey County"
3025,14-Sep-74,1974,Unprovoked,USA,California,"North Farallon Island, Farallon Islands"
3026,07-Sep-74,1974,Unprovoked,ISRAEL,Red Sea,"North Beach, Eilat"
3027,02-Sep-74,1974,Unprovoked,USA,California,"Franklin Point, San Mateo County"
3029,01-Sep-74,1974,Sea Disaster,AUSTRALIA,Queensland,"Junpinpin, off Stradbroke Island"
3030,Sep-74,1974,Unprovoked,USA,Oregon,Myers Creek
3031,23-Aug-74,1974,Unprovoked,HONG KONG,Mirs Bay ,
3032,16-Aug-74,1974,Unprovoked,HONG KONG,Mirs Bay ,
3035,10-Aug-74,1974,Unprovoked,CROATIA, Split-Dalmatia County," Lokva Rogoznica, Omis"
3036,05-Aug-74,1974,Unprovoked,USA,California,"San Gregorio Beach, San Mateo County"
3037,26-Jul-74,1974,Unprovoked,USA,California,"Albion Cove, Albion, Mendocino County"
3038,20-Jul-74,1974,Unprovoked,USA,Georgia,"Back River, Savannah Beach, Chatham County"
3039,02-Jul-74,1974,Sea Disaster,USA,Florida ,Gulf of Mexico
3040,20-Jun-74,1974,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County"
3041,26-May-74,1974,Unprovoked,USA,California,"Tomales Point, Marin County"
3042, 25-Apr-1974,1974,Sea Disaster,BRAZIL,,
3043,20-Apr-74,1974,Unprovoked,SOUTH AFRICA,Western Cape Province,Arniston
3044,14-Apr-74,1974,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Glengariff
3045,12-Apr-74,1974,Unprovoked,USA,Florida,"Haulover Beach, Miami-Dade County"
3046,04-Apr-74,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti"
3047,21-Mar-74,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti
3048,Mar-74,1974,Boat,SOUTH AFRICA,Western Cape Province,Macassar
3049,13-Feb-74,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti"
3051,Feb-74,1974,Boat,SOUTH AFRICA,Western Cape Province,Macassar
3052,Early Feb-1974,1974,Boat,SOUTH AFRICA,Western Cape Province,Macassar
3053,13-Jan-74,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal
3054,09-Jan-74,1974,Unprovoked,AUSTRALIA,South Australia,Streaky Bay
3055,07-Jan-74,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti
3056,07-Jan-74,1974,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai
3058,Summer 1974,1974,Unprovoked,AUSTRALIA,Western Australia,Emu Channel
3059,1974,1974,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Preluka Harbour
3060,25-Dec-73,1973,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai
3061,21-Dec-73,1973,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai
3062, 18-Dec-1973,1973,Unprovoked,PHILIPPINES,Luzon,
3063,18-Dec-73,1973,Unprovoked,USA,Hawaii,"Kalama Beach, Kihei, Maui"
3064,Dec-73,1973,Unprovoked,MEXICO,Guerrero,Acapulco Bay
3065,25-Nov-73,1973,Unprovoked,AUSTRALIA,Western Australia,Swan River
3066,24-Nov-73,1973,Unprovoked,USA,Florida,"Ormond By The Sea, Volusia County"
3067,03-Nov-73,1973,Unprovoked,AUSTRALIA,Queensland,Gin Arm Creek
3068,29-Sep-73,1973,Sea Disaster,SOUTH AFRICA,KwaZulu-Natal,Mission Rocks
3069,14-Sep-73,1973,Unprovoked,BAHAMAS,Grand Bahama Island,"Memory Rock, 18 miles from NW end of the Island"
3070, 10-Sep-1973,1973,Unprovoked,HONG KONG,Mirs Bay ,
3071,09-Sep-73,1973,Unprovoked,MEXICO,Baja California,Guadalupe Island
3072,Sep-73,1973,Unprovoked,EGYPT,Red Sea,Southern end of the Sinai Peninsula
3073,27-Aug-73,1973,Unprovoked,AUSTRALIA,Queensland,Palm Cove Beach
3074,25-Aug-73,1973,Unprovoked,AUSTRALIA,Queensland,"Point Lookout, Stradbroke Island"
3075,16-Aug-73,1973,Unprovoked,USA,Virginia,False Cape
3076,13-Jun-73,1973,Unprovoked,HONG KONG,,
3077,04-Apr-73,1973,Unprovoked,MEXICO,Guerrero,"Revolcadero Beach, Acapulco"
3078,26-Mar-73,1973,Unprovoked,AUSTRALIA,Queensland,Palm Island
3079,05-Mar-73,1973,Unprovoked,MOZAMBIQUE,Gaza,"Chongeone, Xai Xai"
3080,Mar-73,1973,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh
3081,27-Feb-73,1973,Unprovoked,MEXICO,Guerrero,"Revolcadero Beach, Acapulco"
3082,21-Jan-73,1973,Provoked,SOUTH AFRICA,KwaZulu-Natal,Durban
3083,09-Jan-73,1973,Unprovoked,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui"
3084,1973,1973,Unprovoked,PALAU,Aulong Island,Aulong Channel
3085,1973,1973,Unprovoked,PALAU,Western Caroline Islands,
3086,1973,1973,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay
3087,31-Dec-72,1972,Unprovoked,SOUTH AFRICA,Western Cape Province,Millers Point
3088,26-Dec-72,1972,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai
3089,25-Dec-72,1972,Unprovoked,MEXICO,Guerrero,"Revolcadero Beach, Acapulco"
3090,24-Dec-72,1972,Unprovoked,SOUTH AFRICA,Western Cape Province,Hartenbos
3091,21-Dec-72,1972,Unprovoked,AUSTRALIA,Queensland,Currumbin Rock
3092,08-Dec-72,1972,Provoked,AUSTRALIA,New South Wales,"Marineland, Sydney"
3093,01-Dec-72,1972,Unprovoked,REUNION,Saint-Philippe,Basse Vallée
3094,21-Oct-72,1972,Unprovoked,AUSTRALIA,Queensland,"Stevens Reef, 70 miles from Mackay"
3095,21-Oct-72,1972,Unprovoked,AUSTRALIA,New South Wales,Tabourie Beach
3096,14-Oct-72,1972,Unprovoked,USA,US Virgin Islands,"St. Croix, Cane Bay"
3097,14-Oct-72,1972,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County"
3098, 10-Oct-1972,1972,Unprovoked,NEW ZEALAND,North Island,Wanganui
3099,09-Sep-72,1972,Unprovoked,USA,California,"Point Sur, Monterey County"
3100,04-Sep-72,1972,Invalid,MOZAMBIQUE,Maputo Province,Inhaca Island
3101,29-Aug-72,1972,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County"
3102,17-Aug-72,1972,Unprovoked,USA,Hawaii,"Waimanu, Honoka'a, Hawai'i"
3103,08-Aug-72,1972,Unprovoked,AUSTRALIA,Tasmania,Tasman Island
3104,05-Jul-72,1972,Invalid,USA,California,"Laguna Beach, Orange County"
3105, 26-Jun-1972,1972,Unprovoked,AUSTRALIA,Queensland,Pancake Creek
3107,10-Jun-72,1972,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County"
3108,28-May-72,1972,Unprovoked,USA,California,"Bird Rock, near Tomales Point, Marin County"
3109,06-May-72,1972,Unprovoked,FRENCH POLYNESIA,Tuamotus,Ahé Atoll
3110,16-Apr-72,1972,Unprovoked,WESTERN SAMOA,Upolu Island,Nuulua
3111,01-Apr-72,1972,Unprovoked,AUSTRALIA,Queensland,Wellington Point
3112,01-Apr-72,1972,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai
3113,21-Mar-72,1972,Provoked,PACIFIC OCEAN ,,
3114,16-Mar-72,1972,Unprovoked,USA,Hawaii,"Waihe'e, Wailuku, Maui"
3115,20-Feb-72,1972,Unprovoked,AUSTRALIA,Victoria,"Wilson's Promontory, Waratah Bay"
3116,12-Feb-72,1972,Unprovoked,AUSTRALIA,Tasmania,Elliot's Cove
3117,01-Jan-72,1972,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Georges Strand
3118,01-Jan-71,1972,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Kosi Bay
3119,01-Jan-71,1972,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai
3120,1972,1972,Unprovoked,FRANCE,Antibes,
3121,1972,1972,Unprovoked,MARSHALL ISLANDS,Illeginni Atoll,
3122,23-Dec-71,1971,Unprovoked,AUSTRALIA,New South Wales,Smokey Cape
3123,16-Dec-71,1971,Unprovoked,SOUTH AFRICA,Western Cape Province,"Fish Hoek, False Bay"
3124,05-Dec-71,1971,Unprovoked,AUSTRALIA,Queensland,Gladstone
3125, 25-Nov-1971,1971,Unprovoked,HONG KONG,Mirs Bay ,
3126,27-Oct-71,1971,Provoked,AUSTRALIA,New South Wales,"Marineland, Sydney"
3127,23-Oct-71,1971,Unprovoked,USA,Florida,"Ft. Pierce, St Lucie County"
3128,14-Oct-71,1971,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban"
3129,02-Oct-71,1971,Unprovoked,USA,California,"Sea Ranch, Sonoma County"
3130,25-Sep-71,1971,Unprovoked,USA,North Carolina,"Emerald Isle, Carteret County"
3131,07-Sep-71,1971,Unprovoked,CROATIA,Istria County,Ika
3132,05-Sep-71,1971,Unprovoked,AUSTRALIA,South Australia,Adelaide
3133,21-Aug-71,1971,Provoked,AUSTRALIA,New South Wales,"Manly Marineland, Sydney"
3134,26-Jul-71,1971,Unprovoked,USA,Florida,"Daytona Beach, Volusia County"
3135,19-Jul-71,1971,Unprovoked,USA,California,"Point Purisima, Santa Barbara County"
3136,30-Jun-71,1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay
3137,01-Jun-71,1971,Unprovoked,BRITISH ISLES,South Devon,Beesands
3138, 16-Apr-1971,1971,Unprovoked,KENYA,Coast Province,Watamu
3139,11-Apr-71,1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay
3140,06-Apr-71,1971,Unprovoked,MEXICO,Guerrero,"Copacabana Beach, Acapulco"
3141,05-Apr-71,1971,Unprovoked,VENEZUELA,,
3143, Apr-1971,1971,Sea Disaster,MOZAMBIQUE,Between Beira & Maputo,
3144,30-Mar-71,1971,Unprovoked,NEW ZEALAND,South Island,Dunedin
3145,02-Jan-71,1971,Unprovoked,AUSTRALIA,Tasmania,
3146,1971,1971,Unprovoked,AUSTRALIA,South Australia,Southport
3147,1971,1971,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River"
3149,17-Dec-70,1970,Unprovoked,MOZAMBIQUE,Inhambe Province,"Inhasoka, Inhambe Bay"
3150,13-Dec-70,1970,Unprovoked,MOZAMBIQUE,Inhambe Province,"Inhambe Bay Estuary, 10 to 12 miles inland from the sea"
3151,07-Dec-70,1970,Unprovoked,MICRONESIA,Namonuito Atoll,Pisarach (Pisaras)
3152,03-Dec-70,1970,Sea Disaster,USA,Hawaii,Kauai
3153,Nov-70,1970,Unprovoked,,,
3154,24-Oct-70,1970,Unprovoked,USA,Hawaii,"Brennecke Beach, Po'ipu, Kaua'i"
3155,Oct-70,1970,Unprovoked,USA,Florida,"Matanzas Inlet, St Johns County"
3156,28-Sep-70,1970,Unprovoked,MICRONESIA,Eastern Caroline Islands,Truk Lagoon
3157,13-Sep-70,1970,Provoked,PALAU,Western Caroline Islands (North Pacific Ocean),Outside barrier reef
3158,05-Sep-70,1970,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County"
3159,02-Sep-70,1970,Provoked,AUSTRALIA,New South Wales,"Marineland, Sydney"
3160,Sep-70,1970,Unprovoked,USA,South Carolina,
3161,Sep-70,1970,Unprovoked,USA,Florida,Pinellas County
3162,02-Aug-70,1970,Invalid,,Caribbean Sea,Between St. Kitts & Nevis
3163,05-Jul-70,1970,Unprovoked,,,
3164,22-Jun-70,1970,Provoked,USA,Florida,"Dania, Broward County"
3165,15-Jun-70,1970,Provoked,SOUTH AFRICA,KwaZulu-Natal,"Shark tank, Oceanographic Research Institute, Durban"
3166,13-Jun-70,1970,Unprovoked,GRENADA,St. Andrew Parish,Grenville
3168,Jun-70,1970,Sea Disaster,PHILIPPINES,200 nm southeast of Manila,
3169,04-Apr-70,1970,Unprovoked,GRENADA,St. Andrew Parish,Grenville
3170,Apr-70,1970,Provoked,,,
3171,Apr-70,1970,Unprovoked,SOLOMON ISLANDS,,
3172,31-Mar-70,1970,Invalid,USA,Hawaii,"Waimea Bay, O'ahu"
3173,23-Mar-70,1970,Unprovoked,USA,Florida,Manatee County
3174,05-Feb-70,1970,Unprovoked,,,
3175,23-Jan-70,1970,Unprovoked,MOZAMBIQUE,Limpopo River,3.2 km inland
3176,23-Jan-70,1970,Unprovoked,MOZAMBIQUE,Limpopo River,"Gijana, 150 km inland"
3179,    16-Jan-1970,1970,Sea Disaster,EGYPT,Red Sea,A few miles south of Port Suez
3180,10-Jan-70,1970,Unprovoked,MEXICO,Guerrero,Acapulco
3181, 09-Jan-1970,1970,Unprovoked,ENGLAND,Devon,Teignmouth
3182, Jan-1970,1970,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,
3183,1970s,1970,Unprovoked,SRI LANKA,Western Province,Colombo Harbor
3184, 1970s,1970,Unprovoked,SPAIN,Canary Islands,"Icod de los Vinos, Tenerife"
3185,Ca. 1970,1970,Boat,ITALY,Sardinia,Golfo di Oristano
3186,1970,1970,Unprovoked,CROATIA,Zadar County,Novigrad
3187,1970s,1970,Unprovoked,IRAQ,Basrah,Shatt-al-Arab River
3188,1970s,1970,Unprovoked,IRAQ,Basrah,Shatt-al-Arab River near Abu al Khasib
3191,30-Nov-69,1969,Unprovoked,AUSTRALIA,Western Australia,"Swan River, 13 miles upstream"
3192,11-Nov-69,1969,Unprovoked,USA,Hawaii,"Barbers Point, O'ahu"
3193,05-Nov-69,1969,Provoked,AUSTRALIA,New South Wales,"Marineland, Sydney"
3194,14-Oct-69,1969,Unprovoked,USA,Hawaii,Hawaii
3195,06-Sep-69,1969,Unprovoked,USA,California,"Bird Rock, Tomales Point, near Marin County / Sonoma County border"
3196,29-Aug-69,1969,Unprovoked,USA,Florida,"North Beach, St. Lucie County"
3197,22-Aug-69,1969,Provoked,USA,Massachusetts,40 miles south of Nantucket
3198,02-Aug-69,1969,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County"
3199,02-Aug-69,1969,Unprovoked,USA,Florida,"St. Petersburg, Pinnellas County"
3200,Aug-69,1969,Unprovoked,,,
3201,27-Jul-69,1969,Provoked,ENGLAND,,
3202,22-Jul-69,1969,Provoked,USA,Florida,Florida Keys
3203,20-Jul-69,1969,Unprovoked,USA,California,"Pigeon Point, San Mateo County"
3204,27-Jun-69,1969,Unprovoked,USA,Florida,Florida Keys
3205,12-Jun-69,1969,Unprovoked,JAMAICA,Clarendon,Off Rocky Point
3206,Jun-69,1969,Unprovoked,USA,Florida,Sarasota County
3207,25-May-69,1969,Provoked,USA,Texas,Packery Channel
3208,24-May-69,1969,Provoked,USA,Florida,Sarasota County
3209,22-May-69,1969,Unprovoked,DOMINICAN REPUBLIC,,
3210,14-May-69,1969,Unprovoked,AUSTRALIA,Queensland,Broomfield Reef
3211,22-Apr-69,1969,Invalid,AUSTRALIA,New South Wales,"Kingscliffe Beach, south of Tweed Heads"
3212,19-Aug-69,1969,Provoked,USA,Florida,"Marathon, Monroe County"
3213,25-Mar-69,1969,Provoked,AUSTRALIA,New South Wales,Newcastle
3214,09-Mar-69,1969,Unprovoked,USA,Hawaii,"Makaha, O'ahu"
3215, 17-Feb-1969,1969,Provoked,AUSTRALIA,Tasmania,Taroona
3216,Feb-69,1969,Invalid,AUSTRALIA,Queensland,Cooktown
3217,27-Jan-69,1969,Unprovoked,AUSTRALIA,New South Wales,Beecroft Head
3218,Jan-69,1969,Unprovoked,AUSTRALIA,Victoria,Port MacDonnel
3219,Winter 1969,1969,Provoked,BAHAMAS,Eleuthera,
3220,29-Dec-68,1968,Invalid,SOUTH AFRICA,KwaZulu-Natal,Port St. John's
3221,26-Dec-68,1968,Provoked,AUSTRALIA,New South Wales,"Marineland Aquarium, Manley, Sydney"
3222,25-Dec-68,1968,Unprovoked,NEW ZEALAND,South Island,"St. Clair Beach, Dunedin"
3223,09-Dec-68,1968,Unprovoked,AUSTRALIA,South Australia,Thistle Island
3224,02-Dec-68,1968,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Bluff, Durban"
3225,Dec-68,1968,Invalid,SOUTH AFRICA,KwaZulu-Natal,
3226,06-Nov-68,1968,Boat,SOUTH AFRICA,KwaZulu-Natal,Ramsgate
3227,02-Nov-68,1968,Provoked,AUSTRALIA,Western Australia,
3228,29-Oct-68,1968,Provoked,BAHAMAS,,
3229,13-Oct-68,1968,Unprovoked,USA,Florida,"Egmont Key, Hillsborough County"
